Geometry,Freq (Hz),Range,Time Slot (s),channel,ISI,
HL,0.5,1,0.5,Rx0Tx0,0.0012398,
HL,0.5,1,0.5,Rx0Tx0,0.00152281,
HL,0.5,1,0.5,Rx0Tx0,0.00143452,
HL,0.5,1,0.5,Rx0Tx0,0.00166313,
HL,0.5,1,0.5,Rx0Tx0,0.00294112,
HL,0.5,1,0.5,Rx0Tx0,0.00217365,
HL,0.5,1,0.5,Rx0Tx0,0.00290839,
HL,0.5,1,0.5,Rx0Tx0,0.00179665,
HL,0.5,1,0.5,Rx0Tx0,0.00317383,
HL,0.5,1,0.5,Rx0Tx0,0.0015787,
HL,0.5,1,0.5,Rx0Tx0,0.00209149,
HL,0.5,1,0.5,Rx0Tx0,0.00417978,
HL,0.5,1,0.5,Rx0Tx0,0.00238205,
HL,0.5,1,0.5,Rx0Tx0,0.000638149,
HL,0.5,1,0.5,Rx0Tx0,0.00284782,
HL,0.5,1,0.5,Rx0Tx0,0.00158526,
HL,0.5,1,0.5,Rx0Tx0,0.00156579,
HL,0.5,1,0.5,Rx0Tx0,0.00248732,
HL,0.5,1,0.5,Rx0Tx0,0.00261569,
HL,0.5,1,0.5,Rx0Tx0,0.00301493,
HL,0.5,1,0.5,Rx0Tx0,0.0010009,
HL,0.5,1,0.5,Rx0Tx0,0.00725512,
HL,0.5,1,0.5,Rx0Tx0,0.00269525,
HL,0.5,1,0.5,Rx0Tx0,0.00529484,
HL,0.5,1,0.5,Rx0Tx0,0.00309776,
HL,0.5,1,0.5,Rx0Tx0,0.00361245,
HL,0.5,1,0.5,Rx0Tx0,0.00319676,
HL,0.5,1,0.5,Rx0Tx0,0.00287745,
HL,0.5,1,0.5,Rx0Tx0,0.00250127,
HL,0.5,1,0.5,Rx0Tx0,0.00133247,
HL,0.5,1,0.5,Rx0Tx0,0.00224003,
HL,0.5,1,0.5,Rx0Tx0,0.00178029,
HL,0.5,1,0.5,Rx0Tx0,0.00311763,
HL,0.5,1,0.5,Rx0Tx0,0.00263242,
HL,0.5,1,0.5,Rx0Tx0,0.00165724,
HL,0.5,1,0.5,Rx0Tx0,0.00291032,
HL,0.5,1,0.5,Rx0Tx0,0.000337379,
HL,0.5,1,0.5,Rx0Tx0,0.000958048,
HL,0.5,1,0.5,Rx0Tx0,0.000699769,
HL,0.5,1,0.5,Rx0Tx0,0.00395683,
HL,0.5,1,0.5,Rx0Tx0,0.00479822,
HL,0.5,1,0.5,Rx0Tx0,0.00593908,
HL,0.5,1,0.5,Rx0Tx0,0.000562668,
HL,0.5,1,0.5,Rx0Tx0,0.00173328,
HL,0.5,1,0.5,Rx0Tx0,0.00215918,
HL,0.5,1,0.5,Rx0Tx0,0.0036907,
HL,0.5,1,0.5,Rx0Tx0,0.00405939,
HL,0.5,1,0.5,Rx0Tx0,0.00124308,
HL,0.5,1,0.5,Rx0Tx0,0.00234399,
HL,0.5,1,0.5,Rx0Tx0,0.00817095,
HL,0.5,1,0.5,Rx0Tx0,0.00767063,
HL,0.5,1,0.5,Rx0Tx0,0.00536784,
HL,0.5,1,0.5,Rx0Tx0,0.00289488,
HL,0.5,1,0.5,Rx0Tx0,0.00479935,
HL,0.5,1,0.5,Rx0Tx0,0.00186807,
HL,0.5,1,0.5,Rx0Tx0,0.00256591,
HL,0.5,1,0.5,Rx0Tx0,0.00404044,
HL,0.5,1,0.5,Rx0Tx0,0.00238883,
HL,0.5,1,0.5,Rx0Tx0,0.00251138,
HL,0.5,1,0.5,Rx0Tx0,0.00437834,
HL,0.5,1,0.5,Rx0Tx0,0.00398176,
HL,0.5,1,0.5,Rx0Tx0,0.00574894,
HL,0.5,1,0.5,Rx0Tx0,0.00190364,
HL,0.5,1,0.5,Rx0Tx0,0.00218872,
HL,0.5,1,0.5,Rx0Tx0,0.0022877,
HL,0.5,1,0.5,Rx0Tx0,0.00311138,
HL,0.5,1,0.5,Rx0Tx0,0.00173555,
HL,0.5,1,0.5,Rx0Tx0,0.00362821,
HL,0.5,1,0.5,Rx0Tx0,0.00238646,
HL,0.5,1,0.5,Rx0Tx0,0.00418358,
HL,0.5,1,0.5,Rx0Tx0,0.0041507,
HL,0.5,1,0.5,Rx0Tx0,0.00396102,
HL,0.5,1,0.5,Rx0Tx0,0.00237138,
HL,0.5,1,0.5,Rx0Tx0,0.00225646,
HL,0.5,1,0.5,Rx0Tx0,0.00210358,
HL,0.5,1,0.5,Rx0Tx0,0.0022039,
HL,0.5,1,0.5,Rx0Tx0,0.00126358,
HL,0.5,1,0.5,Rx0Tx0,0.00407721,
HL,0.5,1,0.5,Rx0Tx0,0.00219898,
HL,0.5,1,0.5,Rx0Tx0,0.00757196,
HL,0.5,1,0.5,Rx0Tx0,0.00203601,
HL,0.5,1,0.5,Rx0Tx0,0.00153682,
HL,0.5,1,0.5,Rx0Tx0,0.00237752,
HL,0.5,1,0.5,Rx0Tx0,0.00320911,
HL,0.5,1,0.5,Rx0Tx0,0.00531935,
HL,0.5,1,0.5,Rx0Tx0,0.00531922,
HL,0.5,1,0.5,Rx0Tx0,0.00682206,
HL,0.5,1,0.5,Rx0Tx0,0.00300179,
HL,0.5,1,0.5,Rx0Tx0,0.00149839,
HL,0.5,1,0.5,Rx0Tx0,0.00312394,
HL,0.5,1,0.5,Rx0Tx0,0.00210232,
HL,0.5,1,0.5,Rx0Tx0,0.00201309,
HL,0.5,1,0.5,Rx0Tx0,0.00317785,
HL,0.5,1,0.5,Rx0Tx0,0.00290467,
HL,0.5,1,0.5,Rx0Tx0,0.00189246,
HL,0.5,1,0.5,Rx0Tx0,0.00139059,
HL,0.5,1,0.5,Rx0Tx0,0.00119216,
HL,0.5,1,0.5,Rx0Tx0,0.00425463,
HL,0.5,1,0.5,Rx0Tx0,0.00672426,
HL,0.5,1,0.5,Rx0Tx0,0.00302848,
HL,0.5,1,0.5,Rx0Tx0,0.00301058,
HL,0.5,1,0.5,Rx0Tx0,0.00336539,
HL,0.5,1,0.5,Rx0Tx0,0.00302432,
HL,0.5,1,0.5,Rx0Tx0,0.0041143,
HL,0.5,1,0.5,Rx0Tx0,0.00483268,
HL,0.5,1,0.5,Rx0Tx0,0.00557797,
HL,0.5,1,0.5,Rx0Tx0,0.00119106,
HL,0.5,1,0.5,Rx0Tx0,0.00231186,
HL,0.5,1,0.5,Rx0Tx0,0.00384008,
HL,0.5,1,0.5,Rx0Tx0,0.00422088,
HL,0.5,1,0.5,Rx0Tx0,0.00334914,
HL,0.5,1,0.5,Rx0Tx0,0.00557452,
HL,0.5,1,0.5,Rx0Tx0,0.00621196,
HL,0.5,1,0.5,Rx0Tx0,0.00409556,
HL,0.5,1,0.5,Rx0Tx0,0.00196329,
HL,0.5,1,0.5,Rx0Tx0,0.00210914,
HL,0.5,1,0.5,Rx0Tx0,0.0021331,
HL,0.5,1,0.5,Rx0Tx0,0.00435003,
HL,0.5,1,0.5,Rx0Tx0,0.00643925,
HL,0.5,1,0.5,Rx0Tx0,0.00352815,
HL,0.5,1,0.5,Rx0Tx0,0.00348429,
HL,0.5,1,0.5,Rx0Tx0,0.00170441,
HL,0.5,1,0.5,Rx0Tx0,0.0044134,
HL,0.5,1,0.5,Rx0Tx0,0.00201425,
HL,0.5,1,0.5,Rx0Tx0,0.00138195,
HL,0.5,1,0.5,Rx0Tx0,0.00204119,
HL,0.5,1,0.5,Rx0Tx0,0.00225372,
HL,0.5,1,0.5,Rx0Tx0,0.00179082,
HL,0.5,1,0.5,Rx0Tx0,0.00278773,
HL,0.5,1,0.5,Rx0Tx0,0.00316128,
HL,0.5,1,0.5,Rx0Tx0,0.00539896,
HL,0.5,1,0.5,Rx0Tx0,0.00787084,
HL,0.5,1,0.5,Rx0Tx0,0.00656403,
HL,0.5,1,0.5,Rx0Tx0,0.0032259,
HL,0.5,1,0.5,Rx0Tx0,0.00588527,
HL,0.5,1,0.5,Rx0Tx0,0.00262372,
HL,0.5,1,0.5,Rx0Tx0,0.00400811,
HL,0.5,1,0.5,Rx0Tx0,0.00411118,
HL,0.5,1,0.5,Rx0Tx0,0.00335104,
HL,0.5,1,0.5,Rx0Tx0,0.00343821,
HL,0.5,1,0.5,Rx0Tx0,0.00435206,
HL,0.5,1,0.5,Rx0Tx0,0.00377975,
HL,0.5,1,0.5,Rx0Tx0,0.0059629,
HL,0.5,1,0.5,Rx0Tx0,0.00379198,
HL,0.5,1,0.5,Rx0Tx0,0.00529847,
HL,0.5,1,0.5,Rx0Tx0,0.00354756,
HL,0.5,1,0.5,Rx0Tx0,0.00547018,
HL,0.5,1,0.5,Rx0Tx0,0.00387075,
HL,0.5,1,0.5,Rx0Tx0,0.0055993,
HL,0.5,1,0.5,Rx0Tx0,0.00301107,
HL,0.5,1,0.5,Rx0Tx0,0.00378398,
HL,0.5,1,0.5,Rx0Tx0,0.00373693,
HL,0.5,1,0.5,Rx0Tx0,0.00338655,
HL,0.5,1,0.5,Rx0Tx0,0.00299369,
HL,0.5,1,0.5,Rx0Tx0,0.00911807,
HL,0.5,1,0.5,Rx0Tx0,0.00686177,
HL,0.5,1,0.5,Rx0Tx0,0.00453325,
HL,0.5,1,0.5,Rx0Tx0,0.002427,
HL,0.5,1,0.5,Rx0Tx0,0.00335618,
HL,0.5,1,0.5,Rx0Tx0,0.0042156,
HL,0.5,1,0.5,Rx0Tx0,0.00788265,
HL,0.5,1,0.5,Rx0Tx0,0.00517914,
HL,0.5,1,0.5,Rx0Tx0,0.0029326,
HL,0.5,1,0.5,Rx0Tx0,0.00420751,
HL,0.5,1,0.5,Rx0Tx0,0.00255748,
HL,0.5,1,0.5,Rx0Tx0,0.00341493,
HL,0.5,1,0.5,Rx0Tx0,0.0059273,
HL,0.5,1,0.5,Rx0Tx0,0.00437527,
HL,0.5,1,0.5,Rx0Tx0,0.00754649,
HL,0.5,1,0.5,Rx0Tx0,0.00552837,
HL,0.5,1,0.5,Rx0Tx0,0.00401398,
HL,0.5,1,0.5,Rx0Tx0,0.00524457,
HL,0.5,1,0.5,Rx0Tx0,0.0031021,
HL,0.5,1,0.5,Rx0Tx0,0.00346105,
HL,0.5,1,0.5,Rx0Tx0,0.00289127,
HL,0.5,1,0.5,Rx0Tx0,0.00292819,
HL,0.5,1,0.5,Rx0Tx0,0.00394051,
HL,0.5,1,0.5,Rx0Tx0,0.00748395,
HL,0.5,1,0.5,Rx0Tx0,0.00737385,
HL,0.5,1,0.5,Rx0Tx0,0.00410045,
HL,0.5,1,0.5,Rx0Tx0,0.00266258,
HL,0.5,1,0.5,Rx0Tx0,0.00190727,
HL,0.5,1,0.5,Rx0Tx0,0.00230569,
HL,0.5,1,0.5,Rx0Tx0,0.00287865,
HL,0.5,1,0.5,Rx0Tx0,0.00359356,
HL,0.5,1,0.5,Rx0Tx0,0.00280462,
HL,0.5,1,0.5,Rx0Tx0,0.00621187,
HL,0.5,1,0.5,Rx0Tx0,0.00747175,
HL,0.5,1,0.5,Rx0Tx0,0.00735195,
HL,0.5,1,0.5,Rx0Tx0,0.00279364,
HL,0.5,1,0.5,Rx0Tx0,0.00324159,
HL,0.5,1,0.5,Rx0Tx0,0.0102155,
HL,0.5,1,0.5,Rx0Tx0,0.00305273,
HL,0.5,1,0.5,Rx0Tx0,0.00396628,
HL,0.5,1,0.5,Rx0Tx0,0.00766764,
HL,0.5,1,0.5,Rx0Tx0,0.00386471,
HL,0.5,1,0.5,Rx0Tx0,0.00190048,
HL,0.5,1,0.5,Rx0Tx0,0.00286743,
HL,0.5,1,0.5,Rx0Tx0,0.00550426,
HL,0.5,1,0.5,Rx0Tx0,0.0100365,
HL,0.5,1,0.5,Rx0Tx0,0.0040975,
HL,0.5,1,0.5,Rx0Tx0,0.00335225,
HL,0.5,1,0.5,Rx0Tx0,0.0066735,
HL,0.5,1,0.5,Rx0Tx0,0.00557122,
HL,0.5,1,0.5,Rx0Tx0,0.00268855,
HL,0.5,1,0.5,Rx0Tx0,0.00360009,
HL,0.5,1,0.5,Rx0Tx0,0.0029423,
HL,0.5,1,0.5,Rx0Tx0,0.00147487,
HL,0.5,1,0.5,Rx0Tx0,0.00369001,
HL,0.5,1,0.5,Rx0Tx0,0.0045968,
HL,0.5,1,0.5,Rx0Tx0,0.00421596,
HL,0.5,1,0.5,Rx0Tx0,0.00187975,
HL,0.5,1,0.5,Rx0Tx0,0.00311911,
HL,0.5,1,0.5,Rx0Tx0,0.0064051,
HL,0.5,1,0.5,Rx0Tx0,0.00478043,
HL,0.5,1,0.5,Rx0Tx0,0.00593978,
HL,0.5,1,0.5,Rx0Tx0,0.00806676,
HL,0.5,1,0.5,Rx0Tx0,0.00553436,
HL,0.5,1,0.5,Rx0Tx0,0.00644064,
HL,0.5,1,0.5,Rx0Tx0,0.00633389,
HL,0.5,1,0.5,Rx0Tx0,0.00982205,
HL,0.5,1,0.5,Rx0Tx0,0.00493143,
HL,0.5,1,0.5,Rx0Tx0,0.00633085,
HL,0.5,1,0.5,Rx0Tx0,0.00399663,
HL,0.5,1,0.5,Rx0Tx0,0.00443155,
HL,0.5,1,0.5,Rx0Tx0,0.00771786,
HL,0.5,1,0.5,Rx0Tx0,0.00564122,
HL,0.5,1,0.5,Rx0Tx0,0.00260491,
HL,0.5,1,0.5,Rx0Tx0,0.0056056,
HL,0.5,1,0.5,Rx0Tx0,0.00432463,
HL,0.5,1,0.5,Rx0Tx0,0.00808352,
HL,0.5,1,0.5,Rx0Tx0,0.00420907,
HL,0.5,1,0.5,Rx0Tx0,0.00673734,
HL,0.5,1,0.5,Rx0Tx0,0.00872504,
HL,0.5,1,0.5,Rx0Tx0,0.00470176,
HL,0.5,1,0.5,Rx0Tx0,0.00963123,
HL,0.5,1,0.5,Rx0Tx0,0.00535996,
HL,0.5,1,0.5,Rx0Tx0,0.00445815,
HL,0.5,1,0.5,Rx0Tx0,0.00198929,
HL,0.5,1,0.5,Rx0Tx0,0.00323821,
HL,0.5,1,0.5,Rx0Tx0,0.00438066,
HL,0.5,1,0.5,Rx0Tx0,0.00424621,
HL,0.5,1,0.5,Rx0Tx0,0.00760086,
HL,0.5,1,0.5,Rx0Tx0,0.0131429,
HL,0.5,1,0.5,Rx0Tx0,0.00484919,
HL,0.5,1,0.5,Rx0Tx0,0.00441273,
HL,0.5,1,0.5,Rx0Tx0,0.00376248,
HL,0.5,1,0.5,Rx0Tx0,0.00610753,
HL,0.5,1,0.5,Rx0Tx0,0.00490404,
HL,0.5,1,0.5,Rx0Tx0,0.00472879,
HL,0.5,1,0.5,Rx0Tx0,0.00522489,
HL,0.5,1,0.5,Rx0Tx0,0.00588616,
HL,0.5,1,0.5,Rx0Tx0,0.0100579,
HL,0.5,1,0.5,Rx0Tx0,0.00797465,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,4.23542e-05,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,8.65882e-05,
HL,0.5,1,0.5,Rx0Tx1,0.000198752,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,3.08552e-06,
HL,0.5,1,0.5,Rx0Tx1,0.00037668,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,9.27298e-06,
HL,0.5,1,0.5,Rx0Tx1,0.000199715,
HL,0.5,1,0.5,Rx0Tx1,0.00026725,
HL,0.5,1,0.5,Rx0Tx1,5.78812e-05,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,0.000281085,
HL,0.5,1,0.5,Rx0Tx1,0.000139276,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,2.33594e-06,
HL,0.5,1,0.5,Rx0Tx1,0.000120652,
HL,0.5,1,0.5,Rx0Tx1,0.000628808,
HL,0.5,1,0.5,Rx0Tx1,0.000369034,
HL,0.5,1,0.5,Rx0Tx1,0.000545763,
HL,0.5,1,0.5,Rx0Tx1,0.000226853,
HL,0.5,1,0.5,Rx0Tx1,0.000244392,
HL,0.5,1,0.5,Rx0Tx1,0.00135445,
HL,0.5,1,0.5,Rx0Tx1,0.000358099,
HL,0.5,1,0.5,Rx0Tx1,0.000717957,
HL,0.5,1,0.5,Rx0Tx1,0.000532592,
HL,0.5,1,0.5,Rx0Tx1,0.000169205,
HL,0.5,1,0.5,Rx0Tx1,0.000298141,
HL,0.5,1,0.5,Rx0Tx1,6.55433e-05,
HL,0.5,1,0.5,Rx0Tx1,0.00158745,
HL,0.5,1,0.5,Rx0Tx1,0.00121092,
HL,0.5,1,0.5,Rx0Tx1,0.000586075,
HL,0.5,1,0.5,Rx0Tx1,0.00189838,
HL,0.5,1,0.5,Rx0Tx1,0.000298433,
HL,0.5,1,0.5,Rx0Tx1,0.000294769,
HL,0.5,1,0.5,Rx0Tx1,0.000283194,
HL,0.5,1,0.5,Rx0Tx1,0.000499503,
HL,0.5,1,0.5,Rx0Tx1,0.00107671,
HL,0.5,1,0.5,Rx0Tx1,0.000316621,
HL,0.5,1,0.5,Rx0Tx1,0.000255459,
HL,0.5,1,0.5,Rx0Tx1,0.000784009,
HL,0.5,1,0.5,Rx0Tx1,0.000501067,
HL,0.5,1,0.5,Rx0Tx1,0.00104684,
HL,0.5,1,0.5,Rx0Tx1,0.000806131,
HL,0.5,1,0.5,Rx0Tx1,0.00157012,
HL,0.5,1,0.5,Rx0Tx1,0.000512751,
HL,0.5,1,0.5,Rx0Tx1,0.000124581,
HL,0.5,1,0.5,Rx0Tx1,0.000149285,
HL,0.5,1,0.5,Rx0Tx1,0.000767805,
HL,0.5,1,0.5,Rx0Tx1,0.00056714,
HL,0.5,1,0.5,Rx0Tx1,0.000545095,
HL,0.5,1,0.5,Rx0Tx1,0.000534982,
HL,0.5,1,0.5,Rx0Tx1,0,
HL,0.5,1,0.5,Rx0Tx1,8.27474e-06,
HL,0.5,1,0.5,Rx0Tx1,0.000636979,
HL,0.5,1,0.5,Rx0Tx1,0.000241575,
HL,0.5,1,0.5,Rx0Tx1,0.000536323,
HL,0.5,1,0.5,Rx0Tx1,0.00241463,
HL,0.5,1,0.5,Rx0Tx1,0.000382798,
HL,0.5,1,0.5,Rx0Tx1,0.000256367,
HL,0.5,1,0.5,Rx0Tx1,0.000983085,
HL,0.5,1,0.5,Rx0Tx1,0.000667422,
HL,0.5,1,0.5,Rx0Tx1,0.000508524,
HL,0.5,1,0.5,Rx0Tx1,0.0003737,
HL,0.5,1,0.5,Rx0Tx1,0.00147837,
HL,0.5,1,0.5,Rx0Tx1,0.000255682,
HL,0.5,1,0.5,Rx0Tx1,0.000718963,
HL,0.5,1,0.5,Rx0Tx1,0.000460808,
HL,0.5,1,0.5,Rx0Tx1,0.00046368,
HL,0.5,1,0.5,Rx0Tx1,0.000275869,
HL,0.5,1,0.5,Rx0Tx1,0.00164171,
HL,0.5,1,0.5,Rx0Tx1,0.000330729,
HL,0.5,1,0.5,Rx0Tx1,0.000473442,
HL,0.5,1,0.5,Rx0Tx1,0.00260024,
HL,0.5,1,0.5,Rx0Tx1,0.000390354,
HL,0.5,1,0.5,Rx0Tx1,0.00316843,
HL,0.5,1,0.5,Rx0Tx1,0.00210073,
HL,0.5,1,0.5,Rx0Tx1,0.000429327,
HL,0.5,1,0.5,Rx0Tx1,0.000569674,
HL,0.5,1,0.5,Rx0Tx1,0.00138961,
HL,0.5,1,0.5,Rx0Tx1,0.00176622,
HL,0.5,1,0.5,Rx0Tx1,0.00330424,
HL,0.5,1,0.5,Rx0Tx1,0.0024796,
HL,0.5,1,0.5,Rx0Tx1,0.000933021,
HL,0.5,1,0.5,Rx0Tx1,0.000809217,
HL,0.5,1,0.5,Rx0Tx1,0.00162702,
HL,0.5,1,0.5,Rx0Tx1,0.00265696,
HL,0.5,1,0.5,Rx0Tx1,0.00226196,
HL,0.5,1,0.5,Rx0Tx1,0.000766501,
HL,0.5,1,0.5,Rx0Tx1,0.000346352,
HL,0.5,1,0.5,Rx0Tx1,0.00148046,
